"tournament","city","country","date","tournament_type","discipline","round","winner","nb_sets","retired","game_1_score","game_2_score","game_3_score","team_one_players","team_two_players","team_one_nationalities","team_two_nationalities","team_one_total_points","team_two_total_points","team_one_most_consecutive_points","team_two_most_consecutive_points","team_one_game_points","team_two_game_points","team_one_most_consecutive_points_game_1","team_two_most_consecutive_points_game_1","team_one_game_points_game_1","team_two_game_points_game_1","game_1_scores","team_one_most_consecutive_points_game_2","team_two_most_consecutive_points_game_2","team_one_game_points_game_2","team_two_game_points_game_2","game_2_scores","team_one_most_consecutive_points_game_3","team_two_most_consecutive_points_game_3","team_one_game_points_game_3","team_two_game_points_game_3","game_3_scores","men_team_one_lower","men_team_two_lower","player_one_ranking"
"PERODUA Malaysia Masters 2020","Kuala Lumpur","Malaysia",2020-01-10,"HSBC BWF World Tour Super 500","MS","Quarter final",1,3,"False","21-11","12-21","22-20","Viktor Axelsen","Long Chen","DEN","CHN",55,52,6,5,7,2,5,2,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '13-8', '14-8', '14-9', '15-9', '15-10', '16-10', '16-11', '17-11', '18-11', '19-11', '20-11', '21-11']",2,5,0,2,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '8-12', '8-13', '9-13', '9-14', '9-15', '9-16', '9-17', '9-18', '10-18', '10-19', '11-19', '11-20', '12-20', '12-21']",6,5,6,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '13-12', '14-12', '15-12', '16-12', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '20-18', '20-19', '20-20', '21-20', '22-20']","viktor axelsen","long chen",5
"PERODUA Malaysia Masters 2020","Kuala Lumpur","Malaysia",2020-01-10,"HSBC BWF World Tour Super 500","MS","Quarter final",1,3,"False","21-13","19-21","21-9","Kento Momota","Yu Xiang Huang","JPN","CHN",61,43,7,5,2,1,7,5,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '5-7', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '12-10', '13-10', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '17-13', '18-13', '19-13', '20-13', '21-13']",3,3,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '12-13', '13-13', '14-13', '15-13', '15-14', '15-15', '16-15', '16-16', '17-16', '18-16', '18-17', '18-18', '18-19', '19-19', '19-20', '19-21']",7,3,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '10-4', '10-5', '10-6', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '16-7', '17-7', '17-8', '17-9', '18-9', '19-9', '20-9', '21-9']","kento momota","yu xiang huang",1
"PERODUA Malaysia Masters 2020","Kuala Lumpur","Malaysia",2020-01-11,"HSBC BWF World Tour Super 500","MS","Semi final",1,2,"False","21-14","21-18","","Viktor Axelsen","Ka Long Angus Ng","DEN","HKG",42,32,7,5,3,0,7,3,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '11-9', '12-9', '13-9', '14-9', '15-9', '15-10', '15-11', '16-11', '16-12', '17-12', '18-12', '18-13', '19-13', '19-14', '20-14', '21-14']",7,5,2,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '3-5', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '7-9', '8-9', '9-9', '10-9', '11-9', '12-9', '12-10', '13-10', '13-11', '14-11', '14-12', '14-13', '15-13', '15-14', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '19-17', '20-17', '20-18', '21-18']",NA,NA,NA,NA,"[]","viktor axelsen","ka long angus ng",5
"PERODUA Malaysia Masters 2020","Kuala Lumpur","Malaysia",2020-01-11,"HSBC BWF World Tour Super 500","MS","Semi final",1,2,"False","21-10","21-19","","Kento Momota","Zii Jia Lee","JPN","MAS",42,29,5,4,6,0,5,2,3,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '9-4', '9-5', '10-5', '11-5', '12-5', '13-5', '13-6', '14-6', '15-6', '16-6', '17-6', '17-7', '18-7', '18-8', '19-8', '20-8', '20-9', '20-10', '21-10']",5,4,3,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '13-7', '13-8', '13-9', '13-10', '14-10', '15-10', '15-11', '15-12', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '19-17', '20-17', '20-18', '20-19', '21-19']",NA,NA,NA,NA,"[]","kento momota","zii jia lee",1
"PERODUA Malaysia Masters 2020","Kuala Lumpur","Malaysia",2020-01-12,"HSBC BWF World Tour Super 500","MS","Final",1,2,"False","24-22","21-11","","Kento Momota","Viktor Axelsen","JPN","DEN",45,33,9,6,2,3,4,5,1,3,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '2-7', '3-7', '4-7', '5-7', '5-8', '6-8', '7-8', '8-8', '9-8', '9-9', '10-9', '11-9', '12-9', '12-10', '13-10', '13-11', '14-11', '14-12', '15-12', '15-13', '16-13', '17-13', '18-13', '18-14', '18-15', '18-16', '18-17', '18-18', '19-18', '19-19', '19-20', '20-20', '20-21', '21-21', '21-22', '22-22', '23-22', '24-22']",9,6,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '11-2', '12-2', '13-2', '14-2', '14-3', '15-3', '16-3', '17-3', '17-4', '17-5', '17-6', '17-7', '17-8', '17-9', '18-9', '19-9', '19-10', '19-11', '20-11', '21-11']",NA,NA,NA,NA,"[]","kento momota","viktor axelsen",1
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-14,"HSBC BWF World Tour Super 500","MS","Qualification round of 16",2,2,"False","20-22","18-21","","Toby Penty","Koki Watanabe","ENG","JPN",38,43,4,4,1,2,4,4,1,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '9-11', '9-12', '10-12', '10-13', '10-14', '11-14', '11-15', '12-15', '12-16', '13-16', '14-16', '14-17', '14-18', '15-18', '16-18', '17-18', '18-18', '18-19', '19-19', '20-19', '20-20', '20-21', '20-22']",4,4,0,1,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '9-7', '9-8', '9-9', '10-9', '10-10', '10-11', '10-12', '10-13', '11-13', '12-13', '13-13', '14-13', '14-14', '15-14', '16-14', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '18-19', '18-20', '18-21']",NA,NA,NA,NA,"[]","toby penty","koki watanabe",54
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-14,"HSBC BWF World Tour Super 500","MS","Qualification round of 16",1,2,"False","21-9","21-16","","Jun Peng Zhao","Khosit Phetpradab","CHN","THA",42,25,7,3,4,0,5,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '20-9', '21-9']",7,3,3,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '7-3', '7-4', '8-4', '8-5', '9-5', '9-6', '9-7', '9-8', '10-8', '11-8', '12-8', '13-8', '13-9', '14-9', '15-9', '15-10', '16-10', '16-11', '17-11', '17-12', '17-13', '17-14', '18-14', '19-14', '20-14', '20-15', '20-16', '21-16']",NA,NA,NA,NA,"[]","jun peng zhao","khosit phetpradab",NA
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-14,"HSBC BWF World Tour Super 500","MS","Qualification round of 16",2,2,"False","18-21","12-21","","Daren Liew","Kwang Hee Heo","MAS","KOR",30,42,4,7,0,4,4,7,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '7-13', '7-14', '8-14', '9-14', '10-14', '10-15', '11-15', '12-15', '13-15', '14-15', '14-16', '15-16', '16-16', '17-16', '17-17', '18-17', '18-18', '18-19', '18-20', '18-21']",2,4,0,3,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '3-9', '4-9', '4-10', '4-11', '4-12', '4-13', '5-13', '5-14', '5-15', '6-15', '7-15', '7-16', '8-16', '9-16', '9-17', '9-18', '9-19', '10-19', '10-20', '11-20', '12-20', '12-21']",NA,NA,NA,NA,"[]","daren liew","kwang hee heo",41
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-14,"HSBC BWF World Tour Super 500","MS","Qualification round of 16",2,2,"False","16-21","12-21","","Subhankar Dey","Suppanyu Avihingsanon","IND","THA",28,42,4,8,0,2,4,5,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '2-6', '2-7', '2-8', '2-9', '3-9', '3-10', '4-10', '4-11', '4-12', '5-12', '5-13', '6-13', '7-13', '7-14', '8-14', '9-14', '9-15', '9-16', '10-16', '11-16', '12-16', '13-16', '13-17', '13-18', '14-18', '15-18', '16-18', '16-19', '16-20', '16-21']",2,8,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '7-6', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '9-17', '9-18', '10-18', '10-19', '11-19', '12-19', '12-20', '12-21']",NA,NA,NA,NA,"[]","subhankar dey","suppanyu avihingsanon",45
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-14,"HSBC BWF World Tour Super 500","MS","Qualification round of 16",1,2,"False","21-5","21-18","","Brice Leverdez","Wing Ki Vincent Wong","FRA","HKG",42,23,11,4,3,0,11,1,2,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '6-2', '7-2', '8-2', '8-3', '9-3', '9-4', '10-4', '11-4', '12-4', '13-4', '14-4', '15-4', '16-4', '17-4', '18-4', '19-4', '20-4', '20-5', '21-5']",5,4,1,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '11-9', '11-10', '11-11', '11-12', '12-12', '12-13', '12-14', '13-14', '14-14', '14-15', '15-15', '16-15', '16-16', '17-16', '17-17', '18-17', '19-17', '19-18', '20-18', '21-18']",NA,NA,NA,NA,"[]","brice leverdez","wing ki vincent wong",35
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-14,"HSBC BWF World Tour Super 500","MS","Qualification round of 16",1,2,"False","21-10","21-16","","Fei Xiang Sun","Jason Anthony Ho-Shue","CHN","CAN",42,26,6,3,3,0,6,2,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '9-5', '9-6', '10-6', '11-6', '12-6', '13-6', '14-6', '15-6', '15-7', '16-7', '17-7', '17-8', '18-8', '19-8', '19-9', '19-10', '20-10', '21-10']",4,3,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '11-8', '12-8', '12-9', '12-10', '13-10', '14-10', '14-11', '14-12', '14-13', '15-13', '16-13', '16-14', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']",NA,NA,NA,NA,"[]","fei xiang sun","jason anthony ho-shue",42
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-14,"HSBC BWF World Tour Super 500","MS","Qualification round of 16",1,2,"False","21-13","21-12","","Tanongsak Saensomboonsuk","Lakshya Sen","THA","IND",42,25,6,4,4,0,3,2,2,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '8-4', '8-5', '9-5', '10-5', '11-5', '11-6', '11-7', '12-7', '13-7', '13-8', '13-9', '14-9', '14-10', '15-10', '16-10', '17-10', '17-11', '18-11', '19-11', '19-12', '20-12', '20-13', '21-13']",6,4,2,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '6-6', '6-7', '7-7', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '12-9', '13-9', '14-9', '15-9', '16-9', '16-10', '17-10', '17-11', '18-11', '19-11', '20-11', '20-12', '21-12']",NA,NA,NA,NA,"[]","tanongsak saensomboonsuk","lakshya sen",34
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-14,"HSBC BWF World Tour Super 500","MS","Qualification round of 16",1,2,"False","21-19","21-12","","Hans-Kristian Solberg Vittinghus","Thomas Rouxel","DEN","FRA",42,31,5,4,3,0,3,4,2,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '11-9', '12-9', '13-9', '13-10', '14-10', '14-11', '15-11', '16-11', '16-12', '16-13', '16-14', '17-14', '18-14', '18-15', '18-16', '18-17', '18-18', '19-18', '20-18', '20-19', '21-19']",5,4,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '7-3', '8-3', '9-3', '9-4', '10-4', '10-5', '11-5', '12-5', '13-5', '14-5', '15-5', '15-6', '15-7', '15-8', '15-9', '16-9', '16-10', '17-10', '18-10', '19-10', '19-11', '19-12', '20-12', '21-12']",NA,NA,NA,NA,"[]","hans-kristian solberg vittinghus","thomas rouxel",33
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-14,"HSBC BWF World Tour Super 500","MS","Qualification quarter final",2,3,"False","15-21","21-17","15-21","Koki Watanabe","Jun Peng Zhao","JPN","CHN",51,59,5,5,1,2,3,4,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '2-6', '2-7', '3-7', '3-8', '3-9', '4-9', '5-9', '6-9', '6-10', '7-10', '8-10', '9-10', '9-11', '10-11', '10-12', '10-13', '10-14', '11-14', '11-15', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '14-19', '15-19', '15-20', '15-21']",5,4,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '4-7', '5-7', '5-8', '6-8', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '9-12', '9-13', '9-14', '10-14', '10-15', '11-15', '12-15', '13-15', '14-15', '14-16', '15-16', '16-16', '17-16', '18-16', '19-16', '19-17', '20-17', '21-17']",4,5,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '2-6', '3-6', '3-7', '3-8', '4-8', '4-9', '4-10', '5-10', '5-11', '6-11', '7-11', '7-12', '7-13', '7-14', '8-14', '8-15', '9-15', '10-15', '11-15', '12-15', '12-16', '12-17', '13-17', '14-17', '15-17', '15-18', '15-19', '15-20', '15-21']","koki watanabe","jun peng zhao",43
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-14,"HSBC BWF World Tour Super 500","MS","Qualification quarter final",1,2,"False","21-13","21-10","","Kwang Hee Heo","Suppanyu Avihingsanon","KOR","THA",42,23,7,2,3,0,5,2,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '10-5', '10-6', '10-7', '11-7', '11-8', '12-8', '12-9', '12-10', '13-10', '14-10', '14-11', '14-12', '15-12', '16-12', '17-12', '18-12', '19-12', '19-13', '20-13', '21-13']",7,2,2,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '9-5', '9-6', '10-6', '11-6', '12-6', '13-6', '14-6', '15-6', '16-6', '16-7', '17-7', '17-8', '18-8', '19-8', '19-9', '20-9', '20-10', '21-10']",NA,NA,NA,NA,"[]","kwang hee heo","suppanyu avihingsanon",38
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-14,"HSBC BWF World Tour Super 500","MS","Qualification quarter final",1,3,"False","21-12","11-21","23-21","Brice Leverdez","Fei Xiang Sun","FRA","CHN",55,54,5,6,2,4,5,3,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '11-5', '12-5', '12-6', '13-6', '14-6', '15-6', '15-7', '16-7', '17-7', '17-8', '17-9', '17-10', '18-10', '19-10', '19-11', '19-12', '20-12', '21-12']",3,6,0,1,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '4-8', '4-9', '5-9', '5-10', '5-11', '5-12', '5-13', '5-14', '5-15', '6-15', '7-15', '8-15', '8-16', '9-16', '9-17', '9-18', '10-18', '11-18', '11-19', '11-20', '11-21']",4,4,1,3,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '11-9', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '14-13', '15-13', '16-13', '17-13', '17-14', '17-15', '17-16', '17-17', '18-17', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '22-21', '23-21']","brice leverdez","fei xiang sun",35
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-14,"HSBC BWF World Tour Super 500","MS","Qualification quarter final",2,3,"False","10-21","21-11","21-23","Tanongsak Saensomboonsuk","Hans-Kristian Solberg Vittinghus","THA","DEN",52,55,6,9,2,3,2,8,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '10-14', '10-15', '10-16', '10-17', '10-18', '10-19', '10-20', '10-21']",4,2,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '14-8', '15-8', '15-9', '16-9', '17-9', '17-10', '18-10', '19-10', '19-11', '20-11', '21-11']",6,4,1,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '12-8', '12-9', '12-10', '12-11', '12-12', '13-12', '13-13', '13-14', '14-14', '14-15', '14-16', '14-17', '15-17', '16-17', '17-17', '17-18', '17-19', '18-19', '19-19', '20-19', '20-20', '20-21', '21-21', '21-22', '21-23']","tanongsak saensomboonsuk","hans-kristian solberg vittinghus",34
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-15,"HSBC BWF World Tour Super 500","MS","Round of 32",2,3,"False","21-18","12-21","14-21","Srikanth Kidambi","Shesar Hiren Rhustavito","IND","INA",47,60,6,6,3,3,6,3,3,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '6-1', '6-2', '6-3', '7-3', '8-3', '8-4', '8-5', '9-5', '9-6', '9-7', '9-8', '10-8', '10-9', '11-9', '12-9', '12-10', '12-11', '12-12', '13-12', '14-12', '15-12', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '19-15', '19-16', '20-16', '20-17', '20-18', '21-18']",3,6,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '11-15', '12-15', '12-16', '12-17', '12-18', '12-19', '12-20', '12-21']",3,5,0,2,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '8-16', '9-16', '10-16', '10-17', '11-17', '11-18', '11-19', '12-19', '13-19', '13-20', '14-20', '14-21']","srikanth kidambi","shesar hiren rhustavito",12
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-15,"HSBC BWF World Tour Super 500","MS","Round of 32",1,2,"False","24-22","21-9","","Kean Yew Loh","Kanta Tsuneyama","SGP","JPN",45,31,7,4,3,2,5,4,2,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '11-14', '12-14', '12-15', '12-16', '13-16', '14-16', '14-17', '14-18', '15-18', '16-18', '17-18', '18-18', '19-18', '19-19', '19-20', '20-20', '21-20', '21-21', '21-22', '22-22', '23-22', '24-22']",7,3,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '10-5', '10-6', '10-7', '10-8', '11-8', '12-8', '13-8', '14-8', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '20-9', '21-9']",NA,NA,NA,NA,"[]","kean yew loh","kanta tsuneyama",39
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-15,"HSBC BWF World Tour Super 500","MS","Round of 32",1,2,"False","21-12","21-14","","Viktor Axelsen","Dan Lin","DEN","CHN",42,26,6,4,3,0,6,2,2,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '14-8', '15-8', '16-8', '16-9', '16-10', '17-10', '18-10', '19-10', '19-11', '20-11', '20-12', '21-12']",4,4,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '10-6', '11-6', '11-7', '11-8', '12-8', '13-8', '13-9', '14-9', '15-9', '16-9', '16-10', '16-11', '17-11', '18-11', '19-11', '19-12', '19-13', '19-14', '20-14', '21-14']",NA,NA,NA,NA,"[]","viktor axelsen","dan lin",4
"DAIHATSU Indonesia Masters 2020","Jakarta","Indonesia",2020-01-15,"HSBC BWF World Tour Super 500","MS","Round of 32",1,3,"False","13-21","21-14","21-19","Jun Peng Zhao","Hans-Kristian Solberg Vittinghus","CHN","DEN",55,54,5,9,2,1,3,9,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '4-6', '4-7', '4-8', '4-9', '4-10', '4-11', '4-12', '4-13', '4-14', '5-14', '5-15', '6-15', '7-15', '7-16', '8-16', '9-16', '10-16', '10-17', '11-17', '12-17', '12-18', '13-18', '13-19', '13-20', '13-21']",5,4,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '7-9', '8-9', '8-10', '8-11', '9-11', '10-11', '11-11', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '16-13', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",4,3,1,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '11-11', '12-11', '12-12', '13-12', '13-13', '13-14', '13-15', '14-15', '14-16', '14-17', '15-17', '16-17', '17-17', '17-18', '18-18', '18-19', '19-19', '20-19', '21-19']","jun peng zhao","hans-kristian solberg vittinghus",NA
